-0.0546265	4.64539
-0.0537109	4.646
-0.0518799	4.64478
-0.0531006	4.64478
-0.0588989	4.64539
-0.0662231	4.64478
-0.0714111	4.646
-0.0735474	4.64355
-0.0704956	4.64417
-0.0656128	4.64478
-0.0631714	4.64539
-0.0616455	4.646
-0.0622559	4.64539
-0.0640869	4.64661
-0.0686646	4.64478
-0.072937	4.64539
-0.0744629	4.64478
-0.0732422	4.64478
-0.071106	4.64539
-0.0704956	4.646
-0.0698853	4.64539
-0.0674438	4.64722
-0.0631714	4.64539
-0.0579834	4.646
-0.0537109	4.646
-0.0494385	4.646
-0.0476074	4.64539
-0.0482178	4.64661
-0.0491333	4.64661
-0.0454712	4.64539
-0.0415039	4.64539
-0.0415039	4.646
-0.0418091	4.64539
-0.0421143	4.64539
-0.043335	4.64539
-0.0454712	4.64539
-0.043335	4.646
-0.0402832	4.64539
-0.0357056	4.64539
-0.0332642	4.64539
-0.0311279	4.64661
-0.0332642	4.64478
-0.038147	4.64539
-0.0424194	4.64539
-0.0448608	4.64478
-0.0442505	4.64661
-0.0436401	4.646
-0.0427246	4.64478
-0.0378418	4.64539
-0.0366211	4.64478
-0.0369263	4.64478
-0.0369263	4.64539
-0.0369263	4.64661
-0.0363159	4.64661
-0.0314331	4.646
-0.0286865	4.64661
-0.0308228	4.64539
-0.0341797	4.64478
-0.0369263	4.64478
-0.0372314	4.64539
-0.0357056	4.64661
-0.0326538	4.64539
-0.0283813	4.64478
-0.0256348	4.64478
-0.0271606	4.646
-0.0305176	4.64539
-0.0314331	4.64661
-0.0317383	4.64478
-0.0338745	4.64539
-0.03479	4.64539
-0.0366211	4.64478
-0.0384521	4.646
-0.038147	4.64722
-0.0372314	4.64661
-0.0354004	4.64539
-0.0320435	4.64539
-0.0274658	4.64539
-0.0253296	4.64478
-0.0244141	4.646
-0.0250244	4.646
-0.0247192	4.64417
-0.0286865	4.646
-0.0338745	4.64539
-0.0369263	4.64661
-0.0363159	4.64539
-0.0363159	4.64478
-0.0378418	4.64539
-0.039978	4.646
-0.0421143	4.646
-0.0436401	4.64539
-0.0460815	4.64539
-0.0457764	4.64478
-0.0427246	4.64478
-0.0375366	4.64539
-0.0366211	4.646
-0.0393677	4.64539
-0.0430298	4.646
-0.0460815	4.646
-0.0482178	4.64661
-0.0488281	4.646
-0.0494385	4.646
-0.0494385	4.64661
-0.0469971	4.64661
-0.0430298	4.64722
-0.0390625	4.64478
-0.0384521	4.64661
-0.0421143	4.64539
-0.0479126	4.646
-0.0524902	4.64722
-0.0546265	4.64478
-0.0527954	4.64478
-0.0488281	4.646
-0.0430298	4.64478
-0.038147	4.64478
-0.0357056	4.64478
-0.0357056	4.64539
-0.0357056	4.64539
-0.0360107	4.64478
-0.0360107	4.64722
-0.0332642	4.646
-0.0314331	4.64661
-0.0286865	4.64722
-0.0262451	4.64539
-0.0247192	4.64539
-0.0256348	4.64478
-0.0259399	4.646
-0.0274658	4.64539
-0.0271606	4.64539
-0.0253296	4.64661
-0.0231934	4.64661
-0.0222778	4.64539
-0.0216675	4.64722
-0.0210571	4.646
-0.0192261	4.64661
-0.0158691	4.646
-0.0106812	4.646
-0.00396729	4.64661
0.00518799	4.64661
0.0143433	4.64478
0.0204468	4.646
0.0228882	4.64661
0.0238037	4.646
0.027771	4.646
0.0317383	4.64539
0.0335693	4.64539
0.0354004	4.64539
0.0372314	4.64539
0.0411987	4.64478
0.0445557	4.64661
0.0445557	4.646
0.0430298	4.646
0.0415039	4.646
0.0411987	4.646
0.0396729	4.64539
0.0384521	4.64539
0.0396729	4.64417
0.0430298	4.646
0.0469971	4.64722
0.0497437	4.646
0.0537109	4.646
0.0564575	4.64539
0.0631714	4.646
0.0708008	4.646
0.0799561	4.646
0.0878906	4.64661
0.0939941	4.64539
0.09552	4.64478
0.0912476	4.646
0.0872803	4.64539
0.0866699	4.646
0.0924683	4.64661
0.0985718	4.64722
0.101013	4.646
0.0973511	4.64661
0.0881958	4.64478
0.0759888	4.646
0.0665283	4.64539
0.0628662	4.64539
0.0631714	4.64661
0.0619507	4.64661
0.0604248	4.646
0.0592041	4.646
0.0585938	4.64661
0.057373	4.646
0.0546265	4.646
0.0534058	4.64539
0.0509644	4.64539
0.0466919	4.64478
0.0439453	4.64539
0.0430298	4.64539
0.0378418	4.64539
0.0289917	4.64783
0.0204468	4.64661
0.0158691	4.64539
0.0140381	4.646
0.0109863	4.64722
0.00457764	4.64539
-0.00701904	4.64539
-0.017395	4.64478
-0.0262451	4.646
-0.0332642	4.64722
-0.0418091	4.646
-0.0537109	4.64661
-0.065918	4.646
-0.0793457	4.646
-0.0958252	4.646
-0.110168	4.646
-0.110474	4.64539
-0.0991821	4.64661
-0.090332	4.64478
-0.0817871	4.646
-0.0775146	4.64539
-0.0863647	4.64417
-0.100708	4.64417
-0.115051	4.64539
-0.119629	4.646
-0.104065	4.64722
-0.0811768	4.64661
-0.0665283	4.64661
-0.0662231	4.646
-0.071106	4.646
-0.0738525	4.646
-0.0701904	4.64661
-0.0646973	4.646
-0.0595093	4.64722
-0.0534058	4.64478
-0.0515747	4.64722
-0.0543213	4.64478
-0.0643921	4.646
-0.0747681	4.64539
-0.0775146	4.646
-0.0744629	4.64661
-0.0769043	4.64661
-0.0830078	4.64539
-0.0891113	4.64539
-0.09552	4.646
-0.0976563	4.64539
-0.0927734	4.64661
-0.0921631	4.646
-0.0942993	4.646
-0.0881958	4.64539
-0.0753784	4.64722
-0.0692749	4.64661
-0.067749	4.64478
-0.0662231	4.646
-0.0634766	4.64417
-0.0604248	4.64722
-0.0570679	4.646
-0.0537109	4.64539
-0.0506592	4.64539
-0.0521851	4.646
-0.0540161	4.64478
-0.0579834	4.64661
-0.0650024	4.64661
-0.0735474	4.64478
-0.0753784	4.64539
-0.072937	4.646
-0.072937	4.646
-0.0787354	4.646
-0.0866699	4.64539
-0.0970459	4.64478
-0.108032	4.646
-0.117493	4.646
-0.119324	4.64661
-0.110474	4.64539
-0.0918579	4.646
-0.0646973	4.646
-0.0323486	4.64417
0.0012207	4.64539
0.0302124	4.64355
